Artist,PlayCount,
The Trammps,2
The Dandy Warhols,33
Galaxie 500,9
Wings,3
Cypress Hill,14
Paul Weller,6
Ass Ponys,4
PaperFilm,1
Cristian Vogel,1
John Lennon,65
The Raconteurs,39
OMC,1
Kanye West,14
SBTRKT,7
The Heptones,4
Warpaint,104
Horse Feathers,1
Anderson,28
Bowling for Soup,2
Snapped Ankles,3
My Chemical Romance,1
Bobbie Gentry,13
Prince Buster,10
Cornershop,2
Gil Scott-Heron,160
Laura Mvula,2
Dilated Peoples,1
Cass McCombs,7
The Big Moon,3
Mndsgn,1
Terry Callier,1
Ryan Adams,22
Skee-Lo,20
Everything But the Girl,1
Radiohead & Pixies,2
Deep Blue Something,1
Dick Dale,2
Ann Peebles,6
Emerson Lake & Palmer,2
Dixe Cups,1
The Casualeers,2
John Legend,2
Whigfield,1
Steve Miller Band,2
Alexis Korner's Blues Incorporated,1
Flamin' Groovies,2
Rodrigo y Gabriella,35
Nick Lowe,3
Eddie Purell,1
Millionaire,2
Glenn Miller,1
Comedy Central,2
Bronski Beat,3
Raining Pleasure,1
Macklemore & Ryan Lewis,22
Willie Mitchell,1
The Bees,3
Thumpers,1
Omar Rodriguez-Lopez,2
Split Enz,1
Rick Springfield,1
Electric Six,22
Gravy Train!!!!,1
David Mitchell,88
Daniel Kaede,1
Count Basie,2
Leadbelly,1
Jello Biafra and Mojo Nixon,119
The Empire Podcast,4
The Magic Numbers,1
Jidenna,1
Ashok,2
Bad Manners,8
Blank Banshee,5
Shura,1
Liars,3
The Go! Team,40
The O'Jays,14
Richard Pryor,11
Phil Collins,2
Jean Knight,2
Bjork,12
Panda Bear,14
The Meters,34
Goat,1
The Shins,356
Sleater-Kinney,142
Ailbhe Reddy,1
Nathaniel Rateliff & the Night Sweats,1
Kim Wilde,1
Gold Panda,2
The Hives,18
Sufjan Stevens,161
Breakout,1
Lloyd Price,1
Newstalk 106-108 fm,43
Trentmoller,9
Teenage Bottlerocket,1
Koffee,2
P.O.D.,1
Counting Crows,1
eugene cam,1
Frankie & The Classicals,1
Ian Dury & The Blockheads,1
Neon Neon,81
Sports Team,3
At the Drive-In,366
The Gaslight Anthem,1
Johnnie Taylor,3
The Long Blondes,109
Jessie Ware,1
Mark Mothersbaugh,5
DJ Snake,1
Vince Guaraldi Trio,1
Easy Star All-Stars,36
The Apples in Stereo,6
The Pixies,3
Oddisee,1
Joy Division,580
Slow Club,1
A.A.L,1
Gnarls Barkley,27
Kaiser Chiefs,3
Arthur Agent,3
Tiny Masters Of Today,15
Sparta,27
Acoustic Alchemy,2
Cali Swag District,1
Dylan In the Movies,1
Santogold Pharrel Williams & Julian Casablancas,1
(Smog),1
George Thorogood and the Destroyers,2
Johnny Marr,3
The Bobby Fuller Four,1
Kwamie Liv,2
Luciano Pavarotti,1
The Weather Girls,1
Slave,1
Rupert Holmes,1
Ben Harper,70
Buddy Guy,1
M.I.A.,60
Harper Simon,2
Michael Ian Black,1
Keb' Mo',1
Billy Idol,6
The Highlighters Band,2
Sigur Ros,3
Electrocute,1
The Presidents of the United States of America,109
Will Butler,117
Cave In,26
The Impressions,6
Jefferson Starship,1
Julia Holter,4
Helen and Olly,120
The Rapture,91
Human Resource Vs 808 State,4
Metr,1
College & Electric Youth,1
Portugal. The Man,1
Shirley Ellis,1
The Polyphonic Spree,186
Mogwai,98
Lambert Hendricks & Ross,1
Fischerspooner,36
Atoms for Peace,9
Stereo MC's,4
The Maccabees,1
OPM,1
A Tribe Called Quest,22
Patti Smith,23
Dizzee Rascal,17
Beyond The Wizards Sleeve,1
Murderdolls,1
Brian Sangmeister,1
Girls,11
The Bloody Beetroots,42
The Communards,1
White Denim,8
Soft Cell,1
The Walkmen,17
Brick,1
Humble Pie,1
James Brown & The Famous Flames,1
Stephen Malkmus & The Jicks,49
Caribou,41
Ca-P,4
The Hollies,2
Spoon,67
Ray Charles,16
Lightspeed Champion,3
The Apples,2
Will Haven,1
Major Lazer,13
Paris Opera-Comique Orchestra,1
Felix Brady,1
Bow Wow Wow,1
Nostalgia 77,1
The Detroit Cobras,2
Chicks On Speed,3
Tommy Good,1
Driftless Pony Club,7
3rd Bass,2
Venus Infers,3
Gruff Rhys,145
Ohio Players,50
Ben Khan,2
Self Esteem,2
Bob & Gene,1
Incubus,29
Rene & Angela,1
Lambchop,1
South Park,12
Owen Pallett,1
Sugababes,6
Memphis Slim,1
Local H,4
Larry Ellis,1
Barenaked Ladies,1
Boney M 2000,1
The West Coast Pop Art Experimental Band,3
The Siren Six!,2
Big Ups,1
Chris Hardwick,255
Hiss Golden Messenger,1
Skunk Anansie,1
The Poets of Rhythm,3
Sun Kil Moon,21
Too $hort,1
Porno for Pyros,1
Jamie T,15
Kimya Dawson,12
Seasick Steve,232
Vince Guaraldi,1
Miley Cyrus,1
Western Skies Motel,1
Samuel Barber,3
Kenny Rogers And The First Edition,11
Fitz and the Tantrums,2
The Districts,1
Dan Harmon Feral Audio,8
The Cast of Cheers,247
The Internet,3
Fu Manchu,5
Desmond Dekker & The Aces,2
Ride,8
Shout Out Louds,1
SHIPS,2
Marcus Woods,1
Van Morrison,18
scientist prince jammy & the roots radics,1
Sharon Jones and the Dap-Kings,13
The Jouby's,1
The Saw Doctors,13
Saba,2
Minnie Riperton,4
Grimes,26
Trentemøller,49
Dizzee Rascal feat Calvin Harr,14
The Kinks,73
Primal Scream,53
Gus Dapperton,2
Peter Sellers,1
Tommy Dorsey,1
Phil Gerus,1
Small Faces,1
Circle Jerks,2
Ramshackle,3
Jack Johnson,75
The Music,5
Omar A. Rodriguez-Lopez,4
Seu Jorge,25
Against Me!,2
Robots in Disguise,20
Bob Mould,1
brian kirwan,1
Imogen Heap,1
Mayssa Karaa,2
Johnny Cash/U2,2
Far,2
Evelyn Champagne King,3
Rudy Ray Moore,2
Stephen/Calvin Candie/Dr King Shultz,1
Deer Tick,15
Taco,1
JUNGLEPUSSY,11
Allen Toussaint,1
Liam Lynch,4
Oshun,1
Daft Punk VS Yeah Yeah Yeahs,5
The Jackson 5,3
Hudson Taylor,1
Young Thug,2
Matt Monro,1
American Hi-Fi,1
Jamiroquai,1
The Mighty Lemon Drops,2
Patrick Wolf,17
guardian.co.uk,1
Audio Bullys,5
Dana Carvey,2
The Unicorns,2
Christine and the Queens,1
The Fat Lady Sings,2
Cherry Glazerr,1
Slouch,2
Girls Against Boys,6
Steve Lacy,1
Tapes 'n Tapes,11
Roscoe Robinson,3
Janis Joplin,6
Luka Bloom,1
Hell Is For Heroes,10
The Rub,1
Squid,3
The Flamingos,1
BEAT CRUSADERS,5
Velvet Revolver,1
Bleachers,2
The Coral,28
U2,42
Them Crooked Vultures,6
Guano Apes,10
Torre Florim,1
Fatima Yamaha,1
Prodıgy,8
Patrice Rushen,1
Dan Auerbach,1
Pillow Queens,19
Theo Katzman,2
Cathy Davey,2
War,17
Eagles of Death Metal,6
Jamo Thomas,1
Deerhoof,245
Citi Heet,1
Reptaliens,1
bob hund,1
Brigitte Bardot,2
Kate Nash,44
Neon Indian,1
The Selecter,4
Duran Duran,2
Gabrielle Aplin,1
The Barbs,2
Matt and Kim,1
The Blasters,1
Piero Piccioni,3
John Coltrane Quartet,1
Charlotte Hatherley,75
Sparklehorse,27
Alanis Morissette,5
Arrested Development,2
Danyel Galaxy,1
The Vendetta,1
Transvision Vamp,1
The Buzzcocks,1
Soundwalk Collective,1
WhoMadeWho,2
Fucked Up,5
Chameleon Circuit,9
Charles Wright & The Watts 103rd Street Rhythm Band,1
Frankie Knuckles,7
Leikeli47,6
Into Paradise,1
Danger Doom,2
The Japanese House,1
Scooter,1
Caesars,1
The Dynamics,1
RCola,1
Mudhoney,17
IDK,1
Jeremih,1
Seasick Steve & The Level Devils,19
Smokey Robinson,1
The Paddingtons,2
The Avalanches,60
Simian Mobile Disco,147
Glass Ghost,1
Johnny Cash/Kris Kristofferson/Waylon Jennings/Willie Nelson,3
I'm from Barcelona,1
Alexi Murdoch,21
Four Tet,2
Daphni,1
South,1
Charlie Brooker,3
Ciccone,1
Amy LaVere,13
Earth Wind & Fire,126
Rodger Collins,4
PS I Love You,1
The Evens,1
Little Dragon,5
Just Brothers,2
Meridian Dan,5
Scatter,1
Wale,4
Klaxons,6
Julian Cope,1
Cansei de Ser Sexy,1
Black Fork,1
Hank Mobley,1
The Walls,1
Detroit Grand Pubahs; New Order,1
Twist,1
Machines of Loving Grace,1
Looper,4
Catatonia,5
Giveamanakick,68
Soundgarden,28
Alex Gopher,2
Seals & Crofts,3
Steve Earle,8
Buffalo Tom,1
The Sugarcubes,18
Norma Tanega,3
Grand Duchy,87
Ananda Shankar,4
Steely Dan,2
The Eyelids,1
Rustie,1
Killing Joke,2
SOB x RBE,2
Greg Proops,375
Hot Hot Heat,14
Donna Summer,4
Silversun Pickups,24
The Divine Comedy,47
Lightnin' Hopkins,1
Frank Glazer,2
Roots Manuva,68
M83,19
The Meices,2
Jackie Wilson,10
Evan Dando,170
Sean Paul,2
Black Box Recorder,1
N.W.A,26
Kindness,2
Dustin,2
Viagra Boys,2
ABBA,1
The Stone Roses V Lily Allen,1
Luis Bacalov,4
Jr. Walker & The All Stars,3
Julia Jacklin,2
Tony & Tyrone,2
Håkan Hellström,1
Billy Talent,17
4E,1
Annibale e i Cantori Moderni,1
Doves,17
Trent Reznor and Atticus Ross,2
Braid,5
Omni,1
Helen Zaltzman,12
Andrew Bird,5
Lush,1
James Brown with Rev. James Cl,2
Newton Faulkner,13
Super Furry Animals vs. Goldie,2
ADULT.,8
The Cranberries,12
Stephen/Django,1
Dire Straits,3
Michel Legrand,1
